Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Remove""))",Edge Chromium 122,,,03-03-2024 17:45:28,03-03-2024 17:45:29,0.597s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/input_Need a user name and password_password""))",Edge Chromium 122,,,03-03-2024 17:45:29,03-03-2024 17:45:29,0.543s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Return to Main Menu""))",Edge Chromium 122,,,03-03-2024 17:45:29,03-03-2024 17:45:30,0.630s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/img_Sign Out_img_cart""))",Edge Chromium 122,,,03-03-2024 17:45:30,03-03-2024 17:45:31,0.609s,PASSED
closeBrowser(),Edge Chromium 122,,,03-03-2024 17:45:31,03-03-2024 17:45:31,0.410s,PASSED
Start listener action : sampleAfterTestCase,Edge Chromium 122,,,03-03-2024 17:45:31,03-03-2024 17:45:31,0.006s,PASSED
,,,,,,,
Test Cases/TC11_VerifyRemoveFunctionalityWithoutLogin,Edge Chromium 122,,,03-03-2024 17:45:31,03-03-2024 17:45:44,13.346s,PASSED
Start listener action : sampleBeforeTestCase,Edge Chromium 122,,,03-03-2024 17:45:31,03-03-2024 17:45:31,0.002s,PASSED
Start listener action : sampleBeforeTestCase,Edge Chromium 122,,,03-03-2024 17:45:31,03-03-2024 17:45:31,0.001s,PASSED
"openBrowser("""")",Edge Chromium 122,,,03-03-2024 17:45:31,03-03-2024 17:45:35,3.543s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/"")",Edge Chromium 122,,,03-03-2024 17:45:35,03-03-2024 17:45:36,1.376s,PASSED
maximizeWindow(),Edge Chromium 122,,,03-03-2024 17:45:36,03-03-2024 17:45:36,0.139s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Enter the Store""))",Edge Chromium 122,,,03-03-2024 17:45:36,03-03-2024 17:45:37,1.272s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/FishImg""))",Edge Chromium 122,,,03-03-2024 17:45:37,03-03-2024 17:45:38,0.566s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_FI-SW-01""))",Edge Chromium 122,,,03-03-2024 17:45:38,03-03-2024 17:45:39,0.576s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Add to Cart""))",Edge Chromium 122,,,03-03-2024 17:45:39,03-03-2024 17:45:39,0.565s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/input_Need a user name and password_password""))",Edge Chromium 122,,,03-03-2024 17:45:39,03-03-2024 17:45:40,0.540s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/DogQuickLink""))",Edge Chromium 122,,,03-03-2024 17:45:40,03-03-2024 17:45:40,0.563s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_K9-RT-01""))",Edge Chromium 122,,,03-03-2024 17:45:40,03-03-2024 17:45:41,0.557s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Add to Cart_1""))",Edge Chromium 122,,,03-03-2024 17:45:41,03-03-2024 17:45:41,0.560s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Remove""))",Edge Chromium 122,,,03-03-2024 17:45:41,03-03-2024 17:45:42,1.000s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/input_Need a user name and password_password""))",Edge Chromium 122,,,03-03-2024 17:45:42,03-03-2024 17:45:43,0.549s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/a_Return to Main Menu""))",Edge Chromium 122,,,03-03-2024 17:45:43,03-03-2024 17:45:43,0.558s,PASSED
"click(findTestObject(""Object Repository/Page_JPetStore Demo/img_Sign Out_img_cart""))",Edge Chromium 122,,,03-03-2024 17:45:43,03-03-2024 17:45:44,0.557s,PASSED
closeBrowser(),Edge Chromium 122,,,03-03-2024 17:45:44,03-03-2024 17:45:44,0.326s,PASSED
Start listener action : sampleAfterTestCase,Edge Chromium 122,,,03-03-2024 17:45:44,03-03-2024 17:45:44,0.002s,PASSED
